"Date","Glob_radiation_max","Glob_radiation_mean","Glob_radiation_min","Wind_speed_max","Wind_speed_mean","Wind_speed_min","Wind_gust_max","Wind_gust_mean","Wind_gust_min","Precipitation_mean","Precipitation_sum","Pressure_max","Pressure_mean","Pressure_min","Humidity_max","Humidity_mean","Humidity_min","Temp_1500_max","Temp_1500_mean","Temp_1500_min","Temp_site_max","Temp_site_mean","Temp_site_min","PM10"
"2016-08-14",411,89,0,0.8,0.475,0.1,2.2,1.3,0.7,0,0,989.5,989.2,988.9,91.2,86.675,78.1,16.5,13.65,11.4,17.4,15.6,14.2,13.2
"2016-08-15",415,89.75,0,1.1,0.7,0.2,2.9,1.9,1.2,0,0,986.4,986.0125,985.8,86.2,81.6875,73.2,17.4,15.75,14.9,20.8,19.1375,17.8,10.7
"2016-08-16",243,49.375,0,1.6,0.9875,0.3,3,2.2,1.1,0,0,984.6,983.4125,982.9,91.1,89.1625,86.1,15.4,13.0875,11.7,18,17.0875,16.4,19.3
"2016-08-17",94.9,26.3375,0,1.4,0.8125,0.5,2.9,2.05,1.2,0,0,977.6,976.4125,975.7,88.7,84.125,79.5,12.8,11.9375,11.4,19.8,19.1,18.2,19.3
"2016-08-18",224,48.5,0,1.6,0.9875,0.3,3.1,2.35,1.1,0,0,978.5,977.7625,977.3,94.4,91.75,85.7,11.1,10.1,9.4,17,15.925,15,15.5
"2016-08-19",150,28.6875,0,1.1,0.5875,0.2,2.4,1.825,1.2,0,0,978.3,977.5125,977,94.3,92.8125,88.7,11.6,10.55,10,18.7,17.7125,17.2,16.5
"2016-08-20",84,20.5,0,1.3,0.875,0.2,2.9,2.175,1.6,0,0,982.2,981.6875,981.2,94.1,91.8125,88.4,14.5,12.5125,11.6,18.6,18.05,17.7,17
"2016-08-21",128.8,28.0125,0,1.3,0.68,0.1,5,2.3,0.6,3.15,26.2,980.6,980.48,980.2,93.8,87.34,83.5,13.4,12.4625,11.8,21.4,20.74,19.4,4.7
"2016-08-23",394,80.5,0,0.9,0.6125,0.3,2.7,1.7125,1.1,0,0,991.6,990.9375,990.3,86.3,78.725,69,12.1,9.1875,7.6,15.8,13.8875,12.6,15.5
"2016-08-24",388,79.375,0,1.6,1.075,0.7,3.4,2.3,1.5,0,0,990.6,990.35,990,88.7,82.925,73.1,12.7,11.0875,10,17.5,15.3625,13.9,15.8
"2016-08-25",377,74.625,0,1.6,0.95,0.4,3,2.2,1.5,0,0,988.4,988.0125,987.8,90,84.825,73.3,12.4,10.075,9,18.6,16.45,15,17.8
"2016-08-26",379,77,0,1.2,0.6375,0.2,2.2,1.4125,0.6,0,0,987.6,987.3125,987.2,91.5,86.725,79.2,13.4,10.45,9.1,17.4,15.625,14.4,22.4
"2016-08-27",353,65.875,0,0.7,0.375,0.1,1.5,1.1,0.6,0,0,988.2,987.95,987.7,92.9,90.1125,83.9,14.4,13.1375,12.4,16.8,15.35,14.1,31.1
"2016-08-28",179,33.75,0,0.7,0.325,0.1,1.5,1.075,0.7,0,0,985.7,985.3625,985,96.7,91.8125,87.8,18.4,16.5125,14.8,18.2,16.7375,15.7,35.1
"2016-08-29",174.9,31.0875,0,0.8,0.4375,0.1,2,1.5875,0.9,0,0,983.2,982.4375,982,96,92.6875,88.7,19.2,17.4125,16.2,19,17.8,17.1,28.8
"2016-08-30",304,56.625,0,1.4,0.95,0.4,3,2.3,1.4,0,0,987.4,985.7625,984.6,93.7,90.2625,82.6,13.4,12.525,11.1,18.8,17.925,17.5,14.3
"2016-08-31",343,66.125,0,0.7,0.3375,0.1,2,1.225,0.7,0,0,988.5,988.125,987.9,85.6,81.275,75,11.7,9.725,9,18.5,17.4375,16.3,19.5
"2016-09-01",353.6,68.85,0,0.9,0.425,0.1,2.2,1.15,0.6,0,0,987.3,987.0125,986.8,92.4,88.45,83.1,14,12,11,16.3,15.05,14,20
"2016-09-02",163,29.875,0,1,0.5375,0.1,2.6,1.6875,1,0,0,986.8,986.475,986.2,93.8,91.8,87,14.1,12.7875,12.1,18.2,17.625,17.2,19.2
"2016-09-03",352,53.75,0,0.6,0.3125,0.1,1.4,1.05,0.6,0,0,985.7,985.425,985.2,95.5,91.3,86.8,14.5,12.25,11.7,18,16.8125,15.6,23.8
"2016-09-04",163,30.25,0,0.3,0.2125,0.1,1.4,0.95,0.5,0,0,984.1,983.6375,983.3,92,89.3,84.9,13.1,12.7875,12.6,18.9,17.8375,17.2,20.8
"2016-09-05",42,7.875,0,1.1,0.7,0.3,2.7,1.825,1,0.05,0.4,980,979.4125,978.8,92,90.8625,88.6,10,9.5125,8.9,18.3,17.6875,17.3,7.3
"2016-09-06",153,28.625,0,1.9,1,0.4,3.6,2.4625,1.8,0,0,983.5,983.2125,982.8,90.1,87.2125,79.1,7.9,7.0625,6.1,16.1,14.8375,14.3,9.5
"2016-09-07",223,37.375,0,1.5,0.9125,0.5,3.6,2.3625,1.4,0,0,988.6,987.675,987,83,75.7875,70.8,11,9.7375,9,17.1,15.5125,14.4,21.4
"2016-09-08",295,50.5,0,0.8,0.475,0.1,2.4,1.575,0.9,0,0,983.7,983.0125,982.6,90.4,87.375,79.2,10.2,9.85,9.5,18,16.25,15.2,29.4
"2016-09-09",294,54.5,0,0.6,0.2375,0,1.5,1,0.5,0,0,982.2,981.35,980.8,92.3,89.1625,81.3,13.7,12.475,11.8,17.5,15.925,14.7,29.6
"2016-09-10",276,51.75,0,0.7,0.275,0,1.6,1.1125,0.5,0,0,982.8,982.6125,982.4,91.8,86.875,79.4,13.9,12.8875,12.3,17.7,16.4,15,29.3
"2016-09-11",177,36.875,0,1,0.4,0.1,1.9,1.1875,0.6,0,0,983.2,982.175,981.6,89.6,85.6875,77.8,13.5,12.8625,12.4,19.1,17.5,16.6,34.8
"2016-09-12",258,45.75,0,0.7,0.35,0.1,1.9,1.3,0.9,0,0,986.2,985.6,985.3,91,87.15,80.9,14.7,13.275,12.5,18,16.9,15.9,38.8
"2016-09-13",274,49,0,0.9,0.275,0.1,1.8,1.0875,0.6,0,0,984.5,984.05,983.6,92.9,90.8125,88.3,15.8,13.5875,12.9,18.5,17.0875,16.1,35.4
"2016-09-14",276,49.125,0,0.9,0.3875,0.2,2,1.25,0.9,0,0,981.1,980.95,980.8,94.1,89.825,82.5,14.1,12.2625,11.5,17.8,16.2125,15.3,34.5
"2016-09-15",198,35.125,0,0.9,0.325,0.1,1.9,1.2,0.7,0,0,982,981.5875,981.1,93.2,89.7,84.1,11.4,11.0125,10.6,17.8,16.525,15.7,33.4
"2016-09-16",38,8.375,0,0.8,0.4375,0.1,2.6,1.6125,0.8,0.025,3.3,982.3,981.775,981.3,93.1,90.8875,88.9,10.6,9.9125,9,17.5,16.9,16.3,17.6
"2016-09-17",332,56.125,0,1.5,0.9,0.2,3.9,2.4625,1,1.5625,9.4,976.2,975.175,974.6,95.6,93.2,85.3,9.5,8.6625,7.8,17.4,16.65,16.4,6.4
"2016-09-18",106,15,0,0.9,0.6,0.1,2.3,1.7125,0.7,0,0,978,977.4,976.9,93.3,91.775,90.2,8.5,7.5875,7,15.4,14.975,14.5,11.4
"2016-09-19",59,11.375,0,1.4,0.725,0.1,2.8,1.9125,0.6,0,0,975.2,974.7625,974.5,92.5,91.7,90.3,7.6,7.2125,7,15.1,14.45,14.1,11.2
"2016-09-20",38,6.25,0,0.6,0.2625,0.1,2,1.3375,0.7,0,0,978.6,977.3,976.5,94.1,92.8125,91.3,7.8,7.25,6.9,13.8,13.5,13.2,13.2
"2016-09-21",84,14.375,0,1.9,1.3875,0.6,3.5,2.975,1.7,0,0,983.2,982.625,982.4,87.3,84.25,76.5,3.7,3.225,2.9,13.4,12.7375,12,16
"2016-09-22",266,42,0,0.5,0.2625,0.1,1.5,1.0875,0.6,0,0,986.9,985.825,985.3,96.7,90.8625,86,5.2,3.45,2.5,9.2,7.9375,6.7,18
"2016-09-23",153,29.5,0,0.5,0.2125,0,2.4,1.0875,0.5,0,0,990,989.4125,989.2,96.2,92.0875,87.3,8.1,4.9125,3.7,10.5,8.5625,6.9,19.3
"2016-09-24",214,36.375,0,0.7,0.4,0.2,1.9,1.2375,0.8,0,0,992.6,992.1125,991.8,94.6,90.6875,87.1,8.8,6.65,6.1,12.8,11.675,10.6,19.1
"2016-09-25",107,18.875,0,0.6,0.275,0,2.1,1.175,0.6,0,0,989.8,989.075,988.7,96.8,94.2,90.1,9.6,7.0125,6.2,11.2,9.5625,8.5,17.4
"2016-09-26",95,16.25,0,0.3,0.175,0,1.2,0.8625,0.1,0,0,986.9,986.15,985.7,97.2,93.0375,88.9,8.2,7.2625,6.5,11.1,9.7375,8.5,21.9
"2016-09-27",144,23.375,0,0.7,0.1875,0,2,0.9875,0.4,0,0,989.6,988.6875,988.3,92.9,89.3875,86.4,6.7,5.725,5.2,12.6,11.575,10.2,22.7
"2016-09-28",244,41,0,0.7,0.2875,0.1,1.4,1.125,0.7,0,0,995.1,994.55,994.3,93.2,90.3375,86.9,8.6,6.5375,5.4,10.5,8.9875,7.8,25.7
"2016-09-29",125,21.875,0,0.8,0.3125,0,1.8,1.2375,0.6,0,0,993.5,992.7875,992.3,96.7,93.2,90,11.5,10.5875,10,11.2,10.0625,9.4,28.6
"2016-09-30",221,36.5,0,3.4,0.95,0,6.1,2.0625,0,0,0,986.2,985.425,985,91.3,85.3125,73.1,11.8,10.2625,7.1,16.5,12.9875,11.1,26
"2016-10-01",245,38.75,0,1.1,0.65,0.4,2.4,1.5875,1,0,0,982.8,981.975,981.4,91.9,87.675,82.5,7.7,7.325,7.1,14.5,13,11.7,21.8
"2016-10-02",58,9.375,0,2,1.1,0.3,4.8,2.5875,1,0.7625,6.1,980.5,979.9875,979.4,92.3,81.8875,71.1,8,7.4875,7.2,17.1,14.5625,13,17.7
"2016-10-03",88.9,12.975,0,3.7,1.525,0.5,8,3.775,1.4,1.7,13.6,986.2,983.9625,981.8,92.9,89.9,85.2,5.7,3.8375,2.3,14.6,12.2125,11.3,7
"2016-10-04",55,9.125,0,1.2,0.625,0.2,2.5,1.9125,1.1,0,0,988.2,987.6125,987.1,98,96.525,94.6,3,2.55,2,8.2,7.7125,7.1,17.2
"2016-10-05",239,37.5,0,1.5,0.725,0.2,3.5,2,1.1,0,0,989.1,988.725,988.2,95.1,88.3125,78.6,1.2,0.0499999999999999,-1.6,8.8,6.8125,5.8,11.5
"2016-10-06",232,37.25,0,0.6,0.2125,0,1.7,1.225,0.6,0,0,983.1,981.95,981,92.2,89.225,84.1,0.2,-1.6875,-2.5,4,2.2375,1.1,18
"2016-10-07",98,13.625,0,0.2,0.025,0,1,0.375,0,0,0,980.6,980.4,980.2,91.9,89.625,86.4,1.9,1.3625,1,6.3,5.225,4.5,23.1
"2016-10-08",107,18.125,0,0.9,0.2875,0,3.1,1.4625,0,0,0,983.6,983.0875,982.7,92.9,88.45,79.7,-0.7,-0.975,-1.4,8.5,6.4125,5.1,21.1
"2016-10-09",65,11,0,0,0,0,0,0,0,0.025,0.2,986.9,986.025,985.6,90.2,87.3125,83.4,-0.4,-0.6875,-1,8.9,8.2125,7.8,18.5
"2016-10-10",19,3,0,0.9,0.4,0,3.2,1.8625,0.5,0.0375,0.3,987,986.175,985.7,86.3,82.9375,78.8,-1.7,-1.925,-2.2,8.2,6.975,6.3,13.6
"2016-10-11",113,16.25,0,0.9,0.275,0,2.3,0.9625,0,0,0,981.7,980.6875,980.2,96.6,94,90.9,-2,-2.45,-2.9,6.1,5.1125,4.3,13.8
"2016-10-12",43,6.625,0,0.8,0.3,0,3.1,1.475,0,0,0,978.5,977.7875,977.3,97.2,95.4125,93.1,-2,-2.95,-3.6,4.2,3.575,3,24
"2016-10-13",70,11,0,0.4,0.075,0,1.7,0.5625,0,0,0,984,983.0875,982.7,96.4,95.25,93.6,-1,-1.25,-1.5,3.5,2.7625,2.2,41.2
"2016-10-14",32,5.5,0,0.9,0.3375,0,2.4,1.4375,0,0,2.5,984.5,983.7125,983.4,89.5,87.2875,85.7,5.5,3.2375,0.5,9.2,8.45,8.2,34.3
"2016-10-15",24,3.625,0,2.2,1.075,0.1,10.2,4,0.7,1.125,6.5,982.1,981.3125,980.5,94.9,92.9625,86.5,6.9,6.025,5.1,11.3,10.6875,10.4,31.4
"2016-10-16",30,4.625,0,1.1,0.5625,0.1,2.2,1.55,0.9,0,0,987.3,985.425,984.1,93.9,93.0625,92.4,9.8,7.475,6.5,12.9,12.3375,11.9,28.9
"2016-10-17",83,12.875,0,1.1,0.5875,0.1,2.1,1.4875,0.7,0,0,990.7,990.3,989.9,98,96.2125,94.1,6.9,6.275,5.7,10.7,9.7375,8.8,26.2
"2016-10-18",20,3.125,0,0.6,0.35,0.1,1.7,1.1375,0.7,0.0125,0.1,987.9,987.025,986.4,93,91.325,90,5.5,4.775,4.2,12.7,12.5,12.4,22.5
"2016-10-19",46,6.75,0,0.9,0.7,0.4,1.9,1.525,1.2,0,2.8,986.7,985.9875,985.5,92.6,90.525,88.8,4.3,3.5625,2.7,9.9,9.375,9.2,17.8
"2016-10-20",19,2.75,0,3.3,2.1625,1.1,5.7,4.15,2.6,2.4125,16.5,980.8,979.8375,979.3,95.2,92.4875,90.2,0.2,-0.1375,-0.9,9.4,8.3875,7.4,8.6
"2016-10-21",38,5.375,0,1.8,1.3,0.8,3.2,2.6,2,1.15,9.2,980.2,979.45,979,94.8,93.3,89.8,-0.1,-0.8625,-1.6,7.2,6.825,6.6,13.8
"2016-10-22",53,7.375,0,1.4,0.95,0.7,2.9,2.15,1.6,0,0,983,981.9625,981.3,96.2,95.1875,94.6,-1.1,-1.4125,-1.8,5,4.0625,2.9,20
"2016-10-23",43,5.625,0,1.3,0.85,0.4,2.6,2.0375,1.4,0,0,983.8,983.1875,982.9,95.2,92.3625,90,0.2,-0.125,-0.5,6.5,6.325,6.1,29.8
"2016-10-24",27,3.75,0,1.3,0.6875,0.2,2.7,1.8125,1.2,0.0875,0.7,987,985.75,985.2,95.3,93.1,86.9,5.8,5.275,4.5,11.4,11.1875,11,29.2
"2016-10-25",19,2.5,0,2.5,1.6875,0.6,5.5,3.9875,2,0,1.2,987.5,986.7875,986.4,91.1,84.4125,79.8,8.3,7.9,7.7,17.1,16.3,15.1,16.7
"2016-10-26",46.9,6.35,0,1.2,0.8375,0.3,3,2.125,0.9,0.3375,1.5,989.1,987.275,985.9,96.4,93.85,88.8,7,6.5375,6.1,15.2,14.8125,14.4,12.1
"2016-10-27",96,13.375,0,2.1,0.9875,0.2,4.4,2.3375,0.8,0,0,993.8,992.5375,992,88.2,79.9125,70.6,3.2,2.075,1.6,12.2,9.85,8,24
"2016-10-28",51,6.875,0,0.9,0.725,0.6,2.2,1.775,1.2,0,0,998.7,997.85,997.3,91,89.525,88,4.8,1.4125,0.1,6.7,5.9375,5.2,34.8
"2016-10-29",45,6.375,0,0.6,0.475,0.3,1.9,1.3375,1,0,0,996.6,995.7,995.2,94.3,93.1625,91.2,8.4,7.7875,7.1,5.2,4.875,4.6,39.8
"2016-10-30",73,10,0,0.9,0.5,0.2,2.3,1.325,0.8,0,0,993.3,992.4375,992,97.7,95.1625,92.6,3.4,2.575,2,5.4,3.9625,2.9,34
"2016-10-31",81,10.75,0,1,0.6625,0.3,2.1,1.5125,0.8,0,0,993.8,992.875,992.4,89.1,84.3625,76.5,0.8,0.05,-0.5,8.5,7.875,6.6,31.3
"2016-11-01",23,3.125,0,0.9,0.5125,0.3,1.9,1.425,0.8,0,0,991.4,990.75,990.4,97.9,95.375,93.1,8.6,6.85,6,3.6,3.275,3,35.2
"2016-11-02",9,1.25,0,1.1,0.7,0.2,3.7,1.925,1.1,0,0,983.1,981.7625,980.9,84.8,81.825,79.5,2.8,1.5625,1.1,10.8,9.775,8.6,40
"2016-11-03",11,1.375,0,2.9,1.8,0.3,6.7,4.4375,1,0.025,0.2,983.8,981.4,979.6,91.2,85.2375,81.7,2.5,0.15,-1.4,9.3,8.15,6.6,14.9
"2016-11-04",29,3.875,0,1.1,0.725,0.4,2.1,1.7,1.1,0,0,988.9,988.1125,987.5,98.4,97.625,96.8,-2.1,-4.1625,-4.9,2.1,1.1875,0.6,32.1
"2016-11-05",7.8,1.2,0,1.2,0.6875,0.2,2.4,1.8125,0.7,0.075,0.9,982.5,980.7,979.2,91,89.2125,86.5,2.3,0.575,-0.4,4.6,3.9625,3.4,37.2
"2016-11-06",13.4,2.1,0,4.3,2.675,1.1,9.9,6.5625,2.6,2.675,21.1,965.6,964.4625,963.4,95.1,85.95,74.7,6.1,5.4125,4,15.8,13.9375,12.5,6.2
"2016-11-07",11.3,1.4125,0,4,2.1875,1,10.1,5.1125,2.3,1.7,13.7,971.5,968.375,965.1,92.7,89.0375,82.4,-0.1,-1.725,-3.1,7.7,5.6625,4,8.9
"2016-11-08",7.9,0.9875,0,1.9,1.5,1,4,3.175,2,0.575,4.5,973.5,973.1375,972.9,92.5,90.1625,86.5,-2.9,-3.6125,-4,4.8,4.2625,3.5,8.5
"2016-11-09",11,1.5,0,1.5,0.8625,0.4,2.4,1.9125,1.1,0,0.2,975.1,974.6875,974.3,92.3,88.55,85.3,-6.8,-7.3875,-8.2,3.4,3,2.6,22.1
"2016-11-10",28,3.5,0,1.1,0.6875,0.5,2,1.7125,1.4,0.05,0.2,975.4,974.425,974,92,88.05,82.4,-2.9,-4.25,-5.3,3.6,3.1125,2.9,22.9
"2016-11-11",23.9,3.1,0,1.3,0.7375,0.4,2.8,1.8125,1.1,0,0,978.3,977.1125,976.2,88.9,86.3,82.9,-1.5,-2.7125,-3.8,4.5,3.9125,3.5,24.6
"2016-11-12",11,1.375,0,2.1,1.325,0.7,4.2,2.8625,1.7,0.0875,0.7,979,977.85,977.3,92.3,90.625,89.1,-3.8,-3.9125,-4.1,3.8,3.4125,3.1,13.6
"2016-11-13",44,5.625,0,0.7,0.525,0.4,2,1.425,1,0,0,988.3,986.5375,985.2,98.1,96.4,94.2,-4.4,-5.3125,-6,0.5,-0.8,-1.8,21.7
"2016-11-14",25,3.125,0,1.3,0.9625,0.6,3.3,2.35,1.8,0,0,996.4,995.025,994.3,65.4,61.0125,57.3,-7.4,-7.95,-8.7,2.3,1.7625,1.5,18.9
"2016-11-15",32,4,0,1.1,0.625,0.3,2,1.2625,0.7,0,0,998.3,997.6375,997.2,88.9,85.9,82.3,-9.2,-9.75,-10.4,-1.3,-2.1,-2.9,34.2
"2016-11-16",35,4.375,0,1.1,0.6375,0.4,2.3,1.6,1.1,0,0,993.3,991.3625,990,81.7,78.4375,74.2,5.4,3.8875,1.7,0.2,0.05,-0.2,39.9
"2016-11-17",16,2,0,2.5,1.3375,0.5,5.2,3.0625,1.3,0,0,985.3,984.8125,984.5,75.6,67.475,58.4,6.7,4.0875,-2.5,7.1,6.525,5.4,25.8
"2016-11-18",6,0.75,0,2,1.0875,0.2,5,2.975,1.4,0.025,1.5,983.7,982.2625,981.5,85.3,78.3,71.5,1.9,0.6875,-0.3,11.1,10.2625,9.7,20.4
"2016-11-19",10,1.25,0,1.5,0.9125,0.5,4.4,2.45,1.3,0.525,2.9,979.5,978.8625,978.1,96.2,95.525,95.1,5,4.4375,3.4,11.1,10.95,10.8,17.4
"2016-11-20",32,4,0,0.8,0.6875,0.4,2.2,1.8125,1.3,0,1.3,981.9,980.5875,979.5,98.2,97.875,97.5,3.5,2.4,1.3,8.1,7.0875,6.5,19.2
"2016-11-21",5.9,0.7375,0,1.4,0.925,0.4,3.6,2.2375,1,0.4625,2.4,983.2,982.9375,982.6,95.6,94.525,93.6,4.6,3.4875,3,10.3,10.0375,9.8,30
"2016-11-22",27,3.375,0,0.9,0.525,0.2,1.9,1.4875,0.8,0,0,984.6,983.7625,983.5,98.2,97.9875,97.6,4.7,4.45,4.2,10,9.025,8.5,33.1
"2016-11-23",21,2.625,0,0.9,0.6875,0.4,2.2,1.7625,1.3,0,0,987.5,986.7875,986.5,98.4,97.725,97.1,4.2,4.1125,3.8,9.8,8.95,8.3,24.4
"2016-11-24",14,1.75,0,0.9,0.5375,0.2,2,1.45,0.7,0,0,986.7,985.9,985.3,95.9,94.3125,92.3,4.7,4.2375,4,11,10.125,9.8,31.7
"2016-11-25",16,2,0,1,0.5875,0.2,2.6,1.6375,0.9,0,0,983.4,982.7625,982.1,96.1,95.4625,94.3,4.6,4.3875,4,11.7,11.3375,11.1,37.7
"2016-11-26",2.7,0.3375,0,1.2,0.8125,0.4,2.8,2.0125,1.5,0,0,982.9,982.6875,982.5,91.9,90.2125,88.9,4,3.5875,3.3,10.3,9.6875,9,47.8
"2016-11-27",12.9,1.6125,0,0.5,0.35,0.2,1.9,1.1625,0.9,0.025,0.2,978.8,978.075,977.5,94.3,93.5125,92.7,2.4,2.3375,2.2,8.7,8.6,8.4,37.9
"2016-11-28",3.9,0.4875,0,3.3,2.4125,1.9,7.3,5.8375,4.5,0.1125,0.9,983.3,980.425,978.3,86.2,81.225,75.6,-0.8,-2.5625,-4.9,8.3,5.725,3.8,6.5
"2016-11-29",17,2.125,0,4.6,3.3875,2.4,9,6.75,4.7,0,0,994,992.1125,991.1,46,42.7,39.3,-9.9,-11.125,-11.8,1.1,0.325,-0.3,17.3
"2016-11-30",26,3.25,0,0.5,0.4,0.3,1.2,0.9875,0.8,0,0,997.8,997.4875,997.3,86.4,82.725,76.2,-1,-3.0625,-3.8,-3.4,-4.4125,-5.1,54.4
"2016-12-01",14,1.75,0,0.9,0.5625,0.3,2.1,1.5375,1.1,0,0,989.3,988.825,988.4,87.2,84.8125,81.4,1,0.275,-0.7,-2.6,-3.25,-3.8,74.6
"2016-12-02",15,1.875,0,1.1,0.8125,0.6,3.5,2.3125,1.7,0,0,979,977.525,976.5,87,86.25,84.8,3.6,3.1125,2.5,-1.9,-2.275,-2.5,58.1
"2016-12-03",8,1,0,0.9,0.6,0.2,1.7,1.4,0.8,0,0,988.3,987.45,987.2,91.1,88.05,82.5,-4.7,-5.7,-6.4,1.3,-0.35,-1.8,42.5
"2016-12-04",17,2.125,0,1.1,0.6375,0.2,2,1.3375,0.7,0,0,993.5,992.475,991.9,95.5,91.425,87,-3.1,-4.325,-5.6,-1.1,-2.6375,-3.8,47.2
"2016-12-05",10,1.25,0,0.7,0.4375,0.3,1.3,1.1125,0.6,0,0,995.5,995.1125,994.8,75.4,74.4375,71,-1.5,-2.2375,-2.8,1.3,1.0875,0.8,65.4
"2016-12-06",12,1.5,0,0.6,0.4125,0.2,1.4,1.0625,0.7,0,0,993.3,992.55,992.2,92.4,91.6875,90.7,2.3,0.8125,-0.6,-2.5,-3.6125,-4.6,85
"2016-12-07",12,1.5,0,1.3,0.7875,0.5,2.4,1.725,1.3,0,0,1001.6,1000.125,998.6,93.5,89.7,87.4,0.7,-0.0875,-0.9,-0.6,-1.4,-2.1,69.3
"2016-12-08",4,0.5,0,0.6,0.4,0.3,1.4,1.125,0.9,0,0,1002.4,1001.8,1001.4,97.6,95.8625,90.8,6,4.5125,3.2,-2.5,-3.45,-4,94.5
"2016-12-09",11,1.375,0,1,0.8375,0.6,3.3,2.3,1.7,0,0,996.6,995.575,995,93.6,91.3875,88.8,8.9,8.175,7.3,-3.2,-3.45,-3.7,83.3
"2016-12-10",15,1.875,0,0.7,0.3625,0.2,1.4,0.95,0.7,0,0,993.8,993.1125,992.6,91.3,90.675,88.8,7.7,6.9875,6.6,-2.3,-3.2625,-4.2,74.2
"2016-12-11",11,1.375,0,0.9,0.5375,0.2,2.3,1.5375,0.9,0,0,987.8,985.94375,984.5,92.1,91.2625,90.5,9.2,8.275,7,-2.3,-3.1375,-3.7,47.5
"2016-12-12",5,0.625,0,0.6,0.4875,0.3,1.7,1.4375,1.2,0,0,984.2,983.2125,982.6,95.9,93.4125,92.2,0.1,-0.6625,-1.7,0.6,0.2875,-0.2,43.3
"2016-12-13",2,0.25,0,1.4,0.6125,0.3,2.4,1.6125,1,0,0,994.8,992.9625,990.9,97.4,95.575,93.2,-2.8,-4.8625,-6.5,0,-1.4625,-2.6,40.7
"2016-12-14",7,0.875,0,0.6,0.45,0.3,1.2,1.075,0.7,0,0,991.9,990.925,990.2,93.1,91.9125,90,2,0.8875,-0.3,-1.3,-1.8375,-2.6,52.9
"2016-12-15",3,0.375,0,1.1,0.5875,0.3,2.4,1.45,0.8,0,0,993.5,992.0875,991.1,94.4,91.95,90.5,0.1,-1.5875,-2.5,0.2,-0.9,-1.9,59.9
"2016-12-16",3,0.375,0,2,1.1375,0.6,4.3,2.85,1.5,0,0,997.5,996.1125,995.1,85.2,77.625,68.4,-4.4,-6.7375,-7.8,3,2.7625,2.6,23.8
"2016-12-17",8,1,0,0.9,0.5,0.2,2.4,1.2375,0.7,0,0,1003.4,1003.2625,1003,90.6,88.325,85.3,0.4,-0.6625,-1.7,-2.7,-3.7,-4.4,47.4
"2016-12-18",4,0.5,0,0.7,0.425,0.2,2.2,1.0875,0.6,0,0,1000.3,1000.1875,1000,96.9,93.1,90.6,1.8,0.6,-1.2,-4.1,-5.25,-6.4,80.3
"2016-12-19",2,0.25,0,0.7,0.475,0.3,1.4,1.0875,0.7,0,0,997.6,996.45,995.3,90.7,88.9375,86.5,-3,-4.5375,-5.1,-1.6,-2.575,-3.5,57.4
"2016-12-20",1,0.125,0,1.8,0.975,0.3,3.3,2.1375,0.8,0,0,997.7,996.85,996.3,90.3,87.1125,84.4,-2.2,-2.3375,-2.5,-0.7,-1.0125,-1.4,30.5
"2016-12-21",2,0.25,0,2,1.6375,0.8,3.7,2.9375,1.6,0,0,998.4,997.575,996.7,91,88.15,85.5,3.4,2.25,-0.8,-2.7,-3.2,-3.6,31.7
"2016-12-22",0.9,0.1125,0,2,1.575,0.8,3.4,2.825,2.3,0,0,999.4,999.25,999,87.8,86.55,84.8,7.3,6.5875,5.7,-3.4,-3.7,-3.9,40.2
"2016-12-23",2,0.25,0,1.3,0.8625,0.5,2.9,2.225,1.5,0,0,1000.4,999.64375,999.2,91.5,88.6875,86.9,5.5,4.375,3.5,-3.5,-3.7,-4.1,62.8
"2016-12-24",8,1,0,0.9,0.475,0.2,1.9,1.25,0.8,0,0,999.1,997,995.7,96.6,93.25,90.8,5.9,2.5,1,-4.1,-5.0125,-5.4,98.6
"2016-12-25",1,0.125,0,0.8,0.55,0.3,1.6,1.3125,0.9,0,0,992.4,991.8625,991.3,96.5,95.65,93.3,1.7,1.0625,0.5,-3,-3.325,-3.7,102.5
"2016-12-26",3,0.375,0,0.9,0.6125,0.3,2.6,1.75,1.1,0,0,992.5,991.875,991.5,97.3,96.6,95.4,6.6,5.875,4.9,-2.9,-3.15,-3.5,90.2
"2016-12-27",3,0.375,0,1.2,0.7125,0.4,3.9,2.025,1.2,0,0,995.8,993.2875,991.6,93.1,91.8875,91,4,1.0125,-2,0,-0.55,-1.1,72.5
"2016-12-28",14,1.75,0,2.8,1.7,0.9,5.4,3.35,1.9,0,0,998.1,996.7,995.4,57.7,52.075,47.3,-3.1,-4.175,-5,2.9,1.325,0,16.3
"2016-12-29",4,0.5,0,1.7,1.0375,0.5,4.9,2.8375,0.9,0,0,1002.4,1001.275,1000.6,85.8,78.65,70.6,-5.5,-5.9875,-6.5,1.5,0.225,-0.9,25.2
"2016-12-30",3,0.375,0,0.9,0.6,0.3,1.7,1.25,0.8,0,0,1004,1003.5125,1003.1,91.1,89.525,88,-0.3,-2.575,-4.6,-4.3,-5.6,-6.5,49.1
