"Date","Glob_radiation_max","Glob_radiation_mean","Glob_radiation_min","Wind_speed_max","Wind_speed_mean","Wind_speed_min","Wind_gust_max","Wind_gust_mean","Wind_gust_min","Precipitation_mean","Precipitation_sum","Pressure_max","Pressure_mean","Pressure_min","Humidity_max","Humidity_mean","Humidity_min","Temp_1500_max","Temp_1500_mean","Temp_1500_min","Temp_site_max","Temp_site_mean","Temp_site_min","PM10"
"2013-01-01",1,0.125,0,0.9,0.65,0.3,2.1,1.6125,1.1,0,0,985.5,983.5375,982.3,96.1,95.825,95.4,-0.4,-1.6875,-2.5,-1.8,-2.1375,-2.7,51.4
"2013-01-02",1,0.125,0,1.1,0.675,0.3,2.9,1.8125,0.9,0,0,983.9,982.5875,981.8,82.9,79.175,76.9,-2.3,-2.9875,-4.3,3.4,3.2,2.9,44.3
"2013-01-03",3,0.375,0,1.2,0.7375,0.4,2.6,1.725,1,0,0,998.8,997.7875,996.8,94.5,93.5625,92.9,-4.3,-4.525,-4.7,3.3,2.875,2.3,49
"2013-01-04",7,0.875,0,1.3,0.8875,0.6,3.2,2.2125,1.3,0,0,995.1,994.325,993.7,94.2,93.3,92.5,3.3,2.9625,2.6,1.3,0.6875,0.1,61.3
"2013-01-05",6,0.75,0,1.3,1,0.5,4.5,2.85,1.3,0,0,987.3,985.775,985,95.6,94.2625,93.3,3.5,2.9875,2.4,0.9,0.5875,0.3,38.9
"2013-01-06",2,0.25,0,0.9,0.575,0.3,2.3,1.5875,0.8,0,0,988.5,987.8625,987.3,92.2,87.65,81.8,0,-0.25,-0.7,4.5,3.1625,2,30.3
"2013-01-07",2,0.25,0,1.1,0.675,0.3,2.8,1.8625,1.5,0,0,985.9,984.575,984,97.6,96.3,92.6,0.4,-0.025,-0.5,1.4,0.6125,0.2,26.8
"2013-01-08",2,0.25,0,0.9,0.675,0.5,2.3,1.625,1.2,0,0,993.1,992.1875,991.6,79.9,76.25,67.3,-2.1,-3.4125,-4.2,1.7,1.225,0.6,28.5
"2013-01-09",7,0.875,0,1.1,0.7375,0.3,2.4,1.775,0.9,0,0,987.5,987,986.5,86,83.475,81.2,1.6,1.35,1.1,2.3,2.0625,1.7,67.6
"2013-01-10",2,0.25,0,2,1.2625,0.4,4.2,2.8625,1.5,0.075,0.6,980.9,978.9875,978,94,87.4125,83.8,-3.4,-3.475,-3.6,5.9,5.3875,4.3,32.9
"2013-01-11",3,0.375,0,1.4,0.7875,0.5,2.9,1.8,1.3,0,0,973.4,972.7625,972.1,97,95.4875,93.4,-3.7,-4.1,-4.3,1.3,0.075,-1,43.4
"2013-01-12",4,0.5,0,2.5,1.925,1.6,5.4,4.5375,3.4,0,0,982.6,981.6125,980.8,78.1,68.825,60,-7.7,-8.35,-9.1,1.9,0.55,-0.5,23
"2013-01-13",1,0.125,0,1.3,0.7875,0.3,2.6,1.7875,1.4,0,0.9,981.1,980.45,980,77.1,72.75,69.6,-5.3,-5.75,-6.3,0.7,0.5375,0.4,31.6
"2013-01-14",0,0,0,0.8,0.675,0.4,2.5,2.05,1.3,1.85,13.9,978.1,977.2,976.6,93,92.6,91.8,-6.2,-7.1625,-7.9,-1.5,-1.6625,-1.8,29.7
"2013-01-15",1.8,0.225,0,0.9,0.5875,0.2,1.8,1.5125,1.3,0,0,977.4,976.7,976,92.3,91.2125,89.4,-3.9,-4.7625,-5.5,-0.8,-0.9875,-1.1,42.7
"2013-01-16",1.7,0.2125,0,1.1,0.7375,0.2,2.5,1.7375,0.9,0,1.2,969.6,968.3375,967.3,93.7,92.525,90.5,-5.5,-5.775,-6.4,0.1,-0.05,-0.1,25.4
"2013-01-17",0,0,0,1.3,0.625,0,2.3,1.45,0.4,0.7,4.4,966.2,964.85,964.2,94,92.1875,90.7,-6.7,-7.3625,-8.4,-0.2,-0.5,-0.6,25.1
"2013-01-18",1,0.125,0,2.1,1.525,0.9,4.1,3.1375,1.8,0,0,966.9,966.4625,966,86.9,86.325,85.9,-7.9,-8.0875,-8.3,-0.3,-0.5125,-0.7,24.4
"2013-01-19",5,0.625,0,2.3,1.6875,0.9,3.8,3.125,2.1,0,0,966.3,966.025,965.7,91.8,90.3875,88.7,-7.2,-7.9125,-9.3,-0.5,-1.9125,-3.1,47.1
"2013-01-20",2,0.25,0,1.8,0.6625,0.1,3.4,1.7,0.6,0.3375,2.7,965.5,964.525,963.9,96.3,94.2375,92,-0.3,-2.2125,-4.1,1.8,1.1875,0.9,37.2
"2013-01-21",2,0.25,0,0.9,0.5625,0.3,3.3,1.6875,0.9,0.4625,4.4,962.4,961.35,960.5,98,97.6625,97.1,0.4,0.1875,0,1.7,1.3375,1.1,65.7
"2013-01-22",1.8,0.225,0,1.7,0.8875,0.3,2.8,1.8375,0.8,1.125,8.3,966.8,964.425,962.3,97.8,95.5625,93,-1.4,-2.6125,-4.2,2.5,1.8625,0.6,23.7
"2013-01-23",2,0.25,0,1.4,0.725,0.3,3,1.7125,1,0,0,973,972.025,971.5,95.3,94.15,90.5,-5.2,-5.9625,-6.5,1.4,1.1875,1,25.9
"2013-01-24",1,0.125,0,2.2,1.2,0.5,3.4,2.3625,1.2,0.1875,1.5,970.9,969.9125,969.2,95.2,94.0625,92.9,-4.4,-4.8125,-5.1,1.6,1.0625,0.6,18.4
"2013-01-25",9,1.125,0,2.1,1.7125,1.4,5.5,4.35,2.9,0,0,973.9,972.075,970.8,80.7,76.1875,72.6,-6.1,-6.9875,-8.4,1.3,0.4625,-0.5,32.1
"2013-01-26",4,0.5,0,2.4,1.6875,1,5,3.5875,2.2,0,0,979,978.575,978.2,74.4,73.1875,72.5,-11.5,-11.9625,-12.6,-3.7,-4.1,-4.4,54.3
"2013-01-27",16,2,0,1.7,1.5,0.9,3.7,3.0375,2.2,0,0,981.9,981.5625,981.2,78.5,77.2875,76.3,-5.7,-6.5,-7.8,-3.5,-4.15,-4.9,65.1
"2013-01-28",6,0.75,0,1.1,0.725,0.3,2.4,1.625,1,0,0,977,976.225,975.8,80.3,78,76.8,-1.2,-3.425,-4.6,-0.7,-1.1,-1.6,80.2
"2013-01-29",8,1,0,2.1,0.975,0.3,4.2,2.4125,0.9,0,0,988.1,987.7125,987.3,93.1,91.55,88.3,-3.5,-4.25,-5.1,1.5,1.3625,1.3,25.2
"2013-01-30",17,2.125,0,1.5,1.0375,0.6,5.2,2.725,1.5,0,0,984.1,983.8375,983.6,90.4,85.725,77.3,5.2,4.125,3.1,2.7,0.675,-0.5,32.1
"2013-01-31",11,1.375,0,4.5,2.3375,0.7,9.2,5.4625,2.1,0,0,984.6,982.0875,979.5,90.2,81.0875,74.1,6,1.8,-0.2,5.1,2.8875,-0.1,23
"2013-02-01",13,1.625,0,1.6,1.1625,0.6,3.4,2.7625,1.7,0,0.6,979.5,979.3875,979.3,88.4,85.3125,82.7,1,0.0875,-1.5,2.5,0.3875,-0.6,54.4
"2013-02-02",1,0.125,0,0.9,0.6,0.3,2.3,1.5875,1.2,2.075,16,963.3,959.4125,956.3,96.3,95.2375,94,0.3,0.2125,0,5.3,4.75,4,21.4
"2013-02-03",9.4,1.175,0,2.2,1.3375,0.3,4.2,3.0375,1.4,0,0,971.8,967.5,965.7,95,90.8875,82.1,-7.2,-7.6875,-8.5,2.1,1.225,0.7,16.8
"2013-02-04",18,2.25,0,0.8,0.475,0.2,1.6,1.2,0.9,0,0,981.3,980.475,979.9,92.1,91.075,89.6,-7.5,-8.4,-9,-0.5,-0.9625,-1.2,27.9
"2013-02-05",7,0.875,0,1.6,1.05,0.6,2.7,2.225,1.4,0,1.1,981.5,980.0875,978.4,80.4,79.3625,77.5,-4,-5.475,-6.7,0.7,0.1125,-0.4,38.3
"2013-02-06",9.7,1.2125,0,3.2,1.3375,0.6,7.5,3.375,1.6,0.975,6.7,965.1,963.45,962.4,95.2,93.3625,90.2,-2.8,-3.525,-5.7,3.7,3.5,3,19.5
"2013-02-08",18,2.25,0,1.4,0.8875,0.5,2.6,1.775,1.3,0,0,974.6,973.7,973.3,95.9,94.35,91.3,-10.7,-10.9875,-11.3,-2.2,-3.0125,-3.6,41.4
"2013-02-09",17,2.125,0,0.8,0.625,0.4,1.5,1.2875,1,0,0,977.1,976.775,976.5,91.7,90.125,88.4,-11.6,-11.8375,-12.1,-1.9,-2.1375,-2.3,31.1
"2013-02-10",5,0.625,0,1.3,0.625,0.3,2.9,1.475,0.8,0,0,978.4,978.1125,977.7,95.2,93.5125,91.7,-12.5,-12.8,-13.5,-2.7,-3.5,-3.8,34.7
"2013-02-11",25,3.125,0,1.2,0.825,0.5,2.5,1.85,1.1,0,0.3,977.1,976.2,975.6,92.9,91.9625,90.4,-11.9,-12.3625,-12.8,-5.2,-5.9875,-6.7,51.8
"2013-02-12",19.1,2.3875,0,1.3,0.8375,0.4,3,2.0875,1.5,0.775,5.9,970,969.1,968.3,94,92.3,90,-6.3,-7,-7.6,-1.6,-1.8125,-1.9,46.3
"2013-02-13",20.1,2.5125,0,1.4,1.075,0.7,2.8,2.15,1.6,0.0125,0.1,977.3,976.1375,975.3,90.5,88.95,87.9,-7.2,-7.575,-8.1,-1.1,-1.3375,-1.6,54.2
"2013-02-14",7,0.875,0,0.8,0.5125,0.3,1.8,1.3125,0.8,0,0,984.2,983.0625,982.5,94.1,92.8875,91.1,-5.3,-5.4125,-5.6,0.3,0.175,-0.1,33.8
"2013-02-15",8,1,0,0.9,0.575,0.2,1.6,1.325,0.8,0,0,982.5,981.7125,981.1,91.7,89.7375,87.7,-4.9,-5.4625,-5.8,0.9,0.85,0.7,70.5
"2013-02-16",13,1.625,0,2.5,1.2125,0.6,4.4,2.425,1.6,0,0,986.4,985.5,985.1,91.4,90.025,86.7,-5.5,-6.025,-6.5,1,0.4125,0,51.6
"2013-02-17",31,3.875,0,0.9,0.6125,0.4,2.2,1.525,1.1,0,0,987.1,986.45,986,92.5,89.0875,81.4,-7.2,-7.7375,-8.2,1.8,1.05,0.7,43.8
"2013-02-18",9,1.125,0,1.7,1.075,0.5,5.5,2.5625,1.5,0,0,984.9,984.2625,983.9,82.3,79.075,74.3,-8,-8.85,-9.1,2.1,1.5125,1.2,55.9
"2013-02-19",28,3.5,0,0.9,0.6,0.2,2.3,1.3875,0.9,0,0,983.8,982.675,982,92.8,91.6125,90.7,-9.9,-10.4875,-11,-1.3,-2.8,-4,64.8
"2013-02-20",46,5.75,0,1.1,0.6125,0.4,2.2,1.4625,1,0,0,978.7,977.7625,977.3,85,82.4125,80.6,-6.1,-7.0875,-8,-0.1,-0.425,-0.8,49.2
"2013-02-21",28.9,3.6125,0,2.7,1.8125,0.8,5.6,3.925,1.5,0,0.9,982.5,981.95,981.4,86.4,82.4,76.9,-10.5,-11.4,-12.4,-0.2,-0.9875,-1.8,10.9
"2013-02-22",30.1,3.7625,0,2.8,1.825,0.6,5.1,3.7875,2.1,0.5875,7.1,976.2,974.7375,973.7,90.5,85.9625,77.3,-12.6,-12.875,-13,-3.2,-3.475,-3.7,22.3
"2013-02-23",31.2,3.9,0,1.3,0.8,0.2,2.3,1.6125,0.8,1.125,6.5,969.9,969.1625,968.5,91.9,88.5625,82.5,-10,-10.225,-10.5,-2.6,-2.9375,-3.2,43.6
"2013-02-24",32.4,4.05,0,0.8,0.4125,0.1,2.3,1.3375,0.6,1.15,8.4,972,970.6,970.2,94.3,93.55,92.3,-2.6,-3.9375,-6.3,-0.6,-0.7625,-0.9,44.1
"2013-02-25",33.6,4.325,0,1.2,0.725,0.3,2.9,1.9,1,0,0,981,978.4,976.1,96.8,96.3375,95.4,-5,-6.3375,-7.7,0.4,0.225,0,42.2
"2013-02-26",35,4.5,0,1.2,0.7,0.3,2.1,1.575,0.9,0.025,0.5,985.2,984.4375,983.8,97.3,96.3,95,-3.4,-4.0375,-5.3,0.1,-0.3625,-0.8,61.1
"2013-03-13",78,11.25,0,1.3,0.65,0.1,2.6,1.7625,0.7,0,0,962.6,962.025,961.6,97.3,96.5875,95.2,-1.9,-2.15,-2.3,6.3,5.5375,5,17.6
"2013-03-14",16,2.5,0,2.8,1.7125,0.6,5.7,3.6375,1.4,0.2,1.6,960.8,959.7,958.8,87.3,82.075,74.7,-3.4,-5.0625,-6.6,5.2,4.6875,3.6,5.8
"2013-03-15",113,16.25,0,2.2,1.45,0.6,3.9,3,1.7,0,0,967,964.2625,962.5,77.3,73.925,67.8,-11.8,-12.125,-12.4,0,-0.7375,-0.9,20.6
"2013-03-16",212,32.5,0,0.9,0.5625,0.3,2.9,1.675,1.2,0,0,984.5,982.4375,980.8,79,71.0625,61.5,-13.4,-14.0625,-14.5,-1.5,-2.7,-4,28
"2013-03-17",107,14.375,0,2,0.725,0.3,5.3,2.25,1,0,0.3,982.9,981.6875,981,66.7,62.2125,57.7,-9.2,-9.5625,-10.5,1.7,0.55,-0.2,29.6
"2013-03-18",77,10.625,0,1.2,0.6,0.2,2.4,1.5125,0.9,0.425,3.4,975.1,971.6625,968.5,94.9,93.125,89.9,-3.4,-4.2125,-5.2,1.9,1.5375,1.1,28.6
"2013-03-19",216,34.125,0,4.2,1.4,0.7,7.6,3.4875,1.8,0.1,0.5,962.9,959.8625,958,96.4,93.9875,89.1,-4.2,-4.7125,-5.5,3.8,2.575,2,20.9
"2013-03-20",230,36.875,0,1.6,0.7,0.4,2.9,1.8,1.2,0,0,972.9,972.2125,971.7,91.7,87.225,81.1,-3.7,-4.15,-4.4,2.7,1.2375,0,31.2
"2013-03-21",64,9.5,0,1.9,1.3125,0.3,3.8,2.725,1.1,0.125,1,973.2,972.1,971.5,91.9,86.9,80.4,-3.2,-4.4125,-4.9,6.2,5.6875,5.3,10.6
"2013-03-22",261,42.375,0,1.6,0.925,0.5,3.2,2.1875,1.3,0,0,978.5,978.0625,977.5,79.4,69.725,57.2,-5.6,-6.275,-6.6,3.1,1,-0.7,24.7
"2013-03-23",187,31.25,0,2.4,1.575,1,5.4,3.55,2.2,0,0.3,980.9,980.5,980.3,72.2,66.125,59.6,-3.9,-4.6,-6.1,2.9,1.1125,-0.3,38.6
"2013-03-24",25,3.5,0,1.9,1.575,1.3,3.8,3.1625,2.7,0.0875,0.4,981.2,980.7625,980.4,93,89.2875,84,-4.4,-4.875,-5.4,0.2,-0.0375,-0.2,27.1
"2013-03-25",41,7,0,3.6,3.0125,2.3,7,6.325,5.4,0.1375,1.1,979.6,977.6875,976.6,85.9,76.65,71.7,-6.9,-8.0875,-9,-1.7,-2.3875,-3.1,15.3
"2013-03-26",76.7,13.5875,0,1.1,0.75,0.3,2.5,1.9375,1.3,0.075,0.6,969.9,969.1875,968.9,89.7,85.0875,77.5,-9.1,-9.6,-10.2,-1.5,-2.275,-2.8,23.6
"2013-03-27",99,15.75,0,1.2,0.6875,0.2,2.4,1.6875,1.1,0,0,974,973.2125,972.9,85.3,81.925,77.4,-10.5,-11.65,-12.6,-1.7,-2.4125,-2.6,32.5
"2013-03-28",290,49,0,1.4,0.9,0.2,2.7,1.8875,0.9,0,1,978.7,977.9,977.5,84.8,79.675,71.2,-7.4,-7.8125,-8.2,-0.6,-1.7375,-2.8,46.2
"2013-03-29",22,4.125,0,1.5,0.8125,0.3,3.6,2.275,1.3,1.8,13.6,973.9,971.9,970.7,94.4,93.75,92,-0.3,-0.75,-1.4,3.7,3.45,3.2,27.9
"2013-03-30",38,5.875,0,0.9,0.5625,0.2,2,1.7,1.2,0.075,1.7,970.3,969.9625,969.7,94.7,93.6375,92.3,-0.1,-0.1125,-0.2,3.9,3.75,3.6,11.9
"2013-03-31",40,5.875,0,1.6,0.9375,0.4,3.5,2.5,1.4,0.85,6.1,963.2,962.0375,961.4,95.1,94.2875,93.6,0.8,-0.4375,-2.4,4.2,3.8375,3.6,6.9
"2013-04-01",40,6.125,0,2.4,2.0125,1.5,4.6,4.125,3.5,0.125,0.4,973.2,971.9125,971.1,89.3,87.3125,84.5,-6.1,-6.625,-7.2,3.1,2.4125,2,22.4
"2013-04-02",29,6.125,0,2.1,1.4875,1.1,3.9,2.8375,2,0.5625,4.8,973.4,972.0375,971.3,94.8,91.2,86.1,-2.7,-3.925,-4.9,2.3,1.475,0.7,18.6
"2013-04-03",88,16.375,0,1.2,0.6875,0.2,2.2,1.6875,1.2,0.1875,1.2,971.2,970.5375,970.3,95.2,94.3625,93.4,-4.6,-5.1625,-5.6,1.8,1.2125,0.9,17.5
"2013-04-11",203,38,0,0.8,0.4625,0.2,1.9,1.475,1,0,0,979.6,979.475,979.2,90.6,86.425,80.9,-0.6,-0.95,-1.3,7,5.4125,4.2,26.6
"2013-04-12",26,4.75,0,2.5,1.575,0.7,5,3.7375,1.8,0,0.3,976.3,974.825,974.1,85.6,78.7625,72.9,1.8,0.9875,0.4,11.1,10.625,10.2,21.8
"2013-04-13",40.7,9.1375,0,4.3,1.425,0.2,9.8,3.7375,1.2,1.425,11.1,984.3,981.475,978.8,94.6,91.05,78.6,0.1,-0.1625,-0.5,9.8,8.2125,7.7,8.5
"2013-04-14",380,77.375,0,0.7,0.3375,0.1,1.5,1.0375,0.6,0,0,993.7,992.55,991.1,95.2,91.15,78.9,2.9,1.4125,1,9,6.5375,5.1,14.3
"2013-04-15",380,74.625,0,1.8,0.9375,0.6,3,2.1125,1.6,0,0,991.5,991.225,991,80.8,71.65,60.9,4,2.7375,2.2,14.3,11.3125,9.3,15.8
"2013-04-16",171,36.375,0,1.3,0.725,0,3,1.8375,0.5,0,0,989,988.4375,988.1,58.5,52.175,48.1,4.2,2.95,2.2,14.2,12.9875,11.5,28.5
"2013-04-17",266,60.25,0,0.9,0.5,0.1,1.8,1.3375,0.8,0,0,990.2,989.6,989.2,77.9,70.825,61.9,7.3,6.225,5.2,12.5,10.3625,9.4,50.7
"2013-04-18",366,72.5,0,0.7,0.375,0.1,1.7,1.1875,0.5,0,0,987.3,987.075,986.8,85.6,78.4875,68.1,7,6.9375,6.8,14.8,12.025,10.1,35.6
"2013-04-19",179,47.875,0,0.7,0.3125,0.1,2,1.3,0.6,0,0,983.3,982.7875,982.4,81.4,75.4375,69.2,9.4,8.9875,8.6,15.8,14.075,12.7,36.5
"2013-04-20",334,70.875,0,1.5,0.7,0.1,3.8,1.9125,0.9,0,0,984,982.5625,981.7,91.8,85.1875,69.8,4.8,3.7,3.2,14.5,12.175,10.9,27.2
"2013-04-21",364,71,0,1.4,0.7375,0.2,2.5,1.75,0.8,0,0,984,983.75,983.4,83.7,77.5875,69.8,4.2,3.475,3.3,13.3,10.5375,9,31.2
"2013-04-22",71,20.5,0,1.6,0.7375,0.3,2.9,2.1,1.3,0.0125,0.1,979.8,979.05,978.6,98.2,94.25,90.9,3.9,2.675,1.6,11.2,10.325,9.7,21.6
"2013-04-23",133,24.5,0,0.6,0.3625,0.1,2.4,1.5375,0.8,0.0625,0.5,986.2,984.025,982.5,95.2,93.0125,85.6,2.4,1.9125,1.2,11.1,10.275,10,10.3
"2013-04-24",431,92.5,0,0.9,0.6625,0.3,2.4,1.6125,0.9,0,0,993.9,992.8625,991.8,92.5,85.55,71.8,5.3,3.8875,3.3,11.2,8.2625,6.4,16.3
"2013-04-25",420,90.75,0,1.8,0.7125,0.1,3.2,1.8875,0.9,0,0,992.4,991.8875,991.4,88.3,78.4125,61.2,10.2,8.1625,7.3,13.7,9.1,6.8,19.6
"2013-04-26",362,82.875,0,0.9,0.4625,0.1,1.9,1.375,0.6,0,0,986.5,985.4,984.3,84.4,75.5625,62.5,9.2,7.95,6.9,15,11.55,9.8,23.5
"2013-04-27",367,70.25,0,3.9,2.8625,1.6,8.2,6.6125,4.6,0,0,975.9,974.1625,973.4,79.1,69.6125,53.7,5.3,4.925,4,17.3,15.725,14.7,32.1
"2013-04-28",145,31.375,0,1.6,1.0375,0.6,5.3,2.7625,1.6,0,0,976.9,974.55,973.4,90.3,85.6,78.2,5.1,4.7375,4.3,16,14.4,13.7,15.2
"2013-04-29",217,42,0,1.2,0.75,0.5,2.9,1.9875,1.3,0,0,984.4,983.775,983.1,90.9,87.4625,82.2,5,4.475,4.2,14.4,12.5625,11.5,26.7
"2013-04-30",348,77.25,0,0.8,0.4875,0.1,2.2,1.5125,1,0,0,985.5,985.2,984.9,91.3,81.875,69.1,10.5,9.3625,7.9,16.1,13.275,11.5,41.3
"2013-05-01",350,77.375,0,1.1,0.65,0.2,2,1.575,1.3,0,0,986.3,985.8625,985.6,90.9,85.425,76,10.1,8.8125,8.1,15.5,13.0125,11.8,57.4
"2013-05-02",147,29.375,0,4.1,1.6625,0.3,7.9,4.05,1.8,0,0,982.2,981.3375,980.7,69.9,65.7125,57.6,10.3,9.7625,8.9,18.8,17.875,16.9,40.3
"2013-05-03",439,96.75,0,2.3,1.025,0.3,4.9,2.525,1.3,0.025,0.2,977.7,977.2625,976.7,96.2,90.9,75.4,6.4,6.2125,5.9,18.3,15.3875,14.3,26.9
"2013-05-04",425,93.125,0,1.4,0.8125,0.6,4.1,2.3875,1.4,0,0,981.4,980.1875,979.4,90,82.5875,69.7,8.3,7.275,6.8,16.8,13.9375,12.2,39.9
"2013-05-05",71,17.25,0,1.8,1.025,0.4,3.7,2.25,1.5,0.15,2.3,986.2,984.6375,983.7,95.5,93.2875,90.8,7.1,6.5125,6.1,14.1,13.2125,12.5,13.6
"2013-05-06",112,18,0,1.3,0.5375,0.1,2.9,1.65,1,0.925,6.3,984.4,983.65,983.1,95.7,94.85,93,7,6.125,5.5,14.1,13.2375,13,14.6
"2013-05-07",200,44.75,0,1.9,1.125,0.5,4.4,2.8375,1.6,0.05,0.4,980.2,979.5375,979.1,96.6,94.825,90.1,7.8,6.7,6.3,15.7,14.25,13.8,19.2
"2013-05-08",142,27,0,0.8,0.5125,0.1,2.4,1.7375,1.2,0,0,981.6,980.4375,979.9,95.8,94.4,92.3,9.6,6.4625,5.5,14.1,13.4875,13.2,23.5
"2013-05-09",243,62.75,0,1.2,0.575,0.2,2,1.525,0.9,0,0,982.6,981.7875,981.2,96.4,93.575,88.7,10.4,7.1,6,14.8,12.8625,11.3,30.2
"2013-05-10",501,116.5,0,0.9,0.375,0.1,2.6,1.45,0.7,0,0.2,979.7,978.7125,978.3,96.1,89.775,75.3,9.1,7.9,7.1,17.9,14.425,12.6,30.3
"2013-05-11",94,15.5,0,4,2.575,0.7,8.7,5.4,2.1,4.8375,38.5,977.8,977.3625,977,96.3,93.9625,90.3,6.6,5.525,4.8,16,12.875,11.6,5.9
"2013-05-12",250,58.5,0,1.3,0.4875,0,3,1.7,1,0.0125,0.1,978,977.325,976.9,96.2,92.4375,80,3.7,3.05,2.6,13.1,12,11.5,6.8
"2013-05-13",355,76.125,0,2,1.1875,0.2,5.1,2.7625,1.1,0,0,981.7,980.3875,979.5,91.7,87.4125,76.4,2.4,1.2875,0.6,13.2,10.8625,9.9,10.5
"2013-05-14",499,121.75,0,1.3,0.775,0.2,2.9,2.1,0.9,0,0,981.6,981.225,981,87.4,79.8,66,6.7,3.7875,2.4,13.2,9.7125,7.7,15.6
"2013-05-15",499,121.125,0,1.1,0.6,0.1,2.4,1.6,0.7,0,0,976.6,976.1375,975.4,89.6,79.8375,65.3,6.9,5.1875,4.5,14.8,10.7375,8.5,19.8
"2013-05-16",120,33.25,0,1,0.675,0.4,2.1,1.7375,1.1,0,0,973,972.0125,971.3,87.6,83.3375,79.1,6.5,5.6,4.9,13.6,12.4,11.5,20
"2013-05-17",78,21.25,0,1.1,0.7875,0.4,2.4,1.925,1.4,0,0,969.7,969.275,969.1,96.8,95.2125,91.7,5.3,4.9125,4.5,13.8,13.2125,12.9,14.6
"2013-05-18",524,113.75,0,3,1.7,0.7,6.6,3.85,2.1,0,0,978.7,976.3875,974.8,93.6,85.6875,69.6,3.1,2.2625,1.8,15.6,12.275,10,10.3
"2013-05-19",235,74.5,0,1.4,0.525,0.3,3.2,1.7,1.1,0,0,979.3,977.975,977,88.7,81.2625,75.2,9.5,6.25,4,12.7,10.45,8.9,13.8
"2013-05-20",619,120.25,0,2.6,1.3625,0.2,5.5,3.3625,0.8,0.4,5.5,980.5,979.325,978.4,95.4,84.55,68.6,2.2,1.7875,1.3,15.4,12.2875,10.5,10.6
"2013-05-21",517,124.875,0,2.4,1.15,0.5,6.1,2.9875,1.6,0.425,1.1,981.9,980.8875,980.4,95.9,90.4375,82.6,2.4,1.3625,0.7,12.6,10.425,9.2,10.1
"2013-05-22",510,109.75,0,1.6,0.95,0.2,3,2.2375,1,0,0,974.9,973.9125,973.4,87.4,79.9875,68.6,5.4,2.5125,1.3,13.7,10.15,8.6,13.1
"2013-05-23",228.9,53.7,0,3.9,2.825,1.4,9.1,6.1625,3,0,0,970.5,969.65,969,87.9,73.0375,61.6,3.6,2.7,1.8,13.3,12.775,12,11.1
"2013-05-24",63,13.125,0,2.4,1.8125,1.4,4.9,3.8,2.9,1.2625,10.3,972.1,971.35,970.4,93.5,82.2,62.1,1.3,-0.2125,-1,11.7,9.225,7.5,11.1
"2013-05-25",74,24,0,1.9,0.9125,0.4,3.3,2.4375,1.4,0.2125,2.4,974.2,973.8125,973.4,95.2,93.4875,91.5,0.1,-1.1625,-1.8,7.6,7.15,6.9,9
"2013-05-26",455,82.25,0,3.1,1.45,0.3,6,3.125,1.7,0.1875,0.6,975.3,973.5,972.5,95.4,91.35,79.5,0.9,-0.5,-1,8.6,8.35,7.8,7.7
"2013-05-27",253,56.25,0,1.3,0.7875,0.2,2.8,1.8875,1.1,0,0,975.7,975.1,974.6,94.2,91.2875,84.4,0.9,0.6,0,10.7,9.2375,8.7,15.3
"2013-05-28",304,78.875,0,2.9,1.4,0.4,5.7,3.6375,1.4,0,0,976.3,975.4375,974.7,75.5,72.0875,65.8,2.8,2.5,2.3,15.8,13.5875,12.5,15.8
"2013-05-29",242,70.125,0,1.1,0.7125,0.4,2.2,1.775,1.3,0,0,969.9,968.85,968.3,87.4,80.5,72.5,3.8,3.525,2.9,13.7,11.7,10.4,13.8
"2013-05-30",53,16.625,0,2,0.9375,0.3,6.5,2.625,1.3,0.175,1.6,968.9,968.025,967.6,86.9,79.4125,70.5,2.2,2.0375,1.8,13.1,11.675,10.8,8.7
"2013-05-31",96,27.5,0,1,0.575,0.1,2.2,1.6,0.8,0.6375,4.9,966.6,966.175,966,94,92.175,89.9,-0.3,-0.525,-0.7,9.6,9.1875,8.9,7.1
"2013-06-01",241,63.75,0,1.3,0.825,0.3,3,1.925,1.2,0,0.6,971.2,969.3875,968.2,96.2,91.9125,78.4,2.3,1.2,0.9,12.4,10.6125,9.9,10.1
"2013-06-02",186,54.75,0,1.9,0.9375,0.2,5,2.5875,0.9,0.2625,1.5,972.8,972.125,971.8,94.7,92.3125,89.1,3.7,2.6,1.6,13.3,11.875,11.3,6.4
"2013-06-03",541,138.375,0,1.2,0.625,0.1,3.3,1.8875,0.7,0,0,981.1,980.325,979.8,87.3,72.1875,59.6,5,3.3875,2.6,16.3,12.575,9.9,10.9
"2013-06-04",349,86.625,0,1.4,0.8625,0.5,3.8,2.275,1.6,0,0,981.4,980.4,979.9,90.4,82.2625,70.8,6.9,5.1375,2.8,15.6,13.55,12.3,11.9
"2013-06-05",445,86.375,0,1,0.675,0.3,2.2,1.7375,1,0,0,982.2,981.3875,980.8,93.2,88.975,79,7.6,6.0625,5.3,16.2,14.2125,13.4,13.9
"2013-06-06",260,61.875,0,1.1,0.7875,0.5,2.2,1.8125,1.5,0.0375,0.3,984.6,984.1875,983.7,91.4,89.7,83.9,8,6.225,5.6,15.3,13.7625,12.9,15.6
"2013-06-07",334,56.625,0,1.6,1.225,0.8,2.8,2.35,1.6,0,0,984.9,984.4875,984.3,92.3,89.5125,82.6,10.4,7.6,6.8,16.2,14.2125,13.4,16.1
